Time,Voltage,Readout
0.0,0.04909667745232582,1.0
5.736947059631348e-07,0.0490722618997097,1.0
1.1399388313293457e-06,0.04902343451976776,1.0
1.7061829566955566e-06,0.04897460713982582,1.0
2.2798776626586914e-06,0.04892577975988388,1.0
2.8461217880249023e-06,0.04880370944738388,1.0
3.4123659133911133e-06,0.04860839620232582,1.0
3.986060619354248e-06,0.04836425185203552,1.0
4.552304744720459e-06,0.0479736253619194,1.0
5.11854887008667e-06,0.0473632737994194,1.0
5.692243576049805e-06,0.046484366059303284,1.0
6.258487701416016e-06,0.045385729521512985,1.0
6.8247318267822266e-06,0.04416502267122269,1.0
7.398426532745361e-06,0.04291990026831627,1.0
7.964670658111572e-06,0.04174802079796791,1.0
8.538365364074707e-06,0.04074704274535179,1.0
9.104609489440918e-06,0.04001461714506149,1.0
9.670853614807129e-06,0.039746060967445374,1.0
1.0244548320770264e-05,0.039990201592445374,1.0
1.0810792446136475e-05,0.04062497243285179,1.0
1.1377036571502686e-05,0.04145505279302597,1.0
1.195073127746582e-05,0.04233396053314209,1.0
1.2516975402832031e-05,0.04313962906599045,1.0
1.3083219528198242e-05,0.04374998062849045,1.0
1.3656914234161377e-05,0.04401853680610657,1.0
1.4223158359527588e-05,0.04394529387354851,1.0
1.4789402484893799e-05,0.04365232586860657,1.0
1.5363097190856934e-05,0.04335935413837433,1.0
1.5929341316223145e-05,0.04318845644593239,1.0
1.650303602218628e-05,0.04318845644593239,1.0
1.706928014755249e-05,0.04338376969099045,1.0
1.76355242729187e-05,0.04374998062849045,1.0
1.8209218978881836e-05,0.04418943449854851,1.0
1.8775463104248047e-05,0.04453123360872269,1.0
1.9341707229614258e-05,0.04458006098866463,1.0
1.9915401935577393e-05,0.044360335916280746,1.0
2.0481646060943604e-05,0.04396970942616463,1.0
2.1047890186309814e-05,0.04348142445087433,1.0
2.162158489227295e-05,0.04289548471570015,1.0
2.218782901763916e-05,0.04223630577325821,1.0
2.275407314300537e-05,0.04155270755290985,1.0
2.3327767848968506e-05,0.04101559519767761,1.0
2.3894011974334717e-05,0.04079587012529373,1.0
2.4460256099700928e-05,0.04094235599040985,1.0
2.5033950805664062e-05,0.04138180986046791,1.0
2.5600194931030273e-05,0.04204099252820015,1.0
2.6173889636993408e-05,0.04284665733575821,1.0
2.674013376235962e-05,0.04374998062849045,1.0
2.730637788772583e-05,0.04462888836860657,1.0
2.7880072593688965e-05,0.045385729521512985,1.0
2.8446316719055176e-05,0.045947253704071045,1.0
2.9012560844421387e-05,0.046362295746803284,1.0
2.958625555038452e-05,0.046655263751745224,1.0
3.0152499675750732e-05,0.046972647309303284,1.0
3.071874380111694e-05,0.04729003086686134,1.0
3.129243850708008e-05,0.0476074144244194,1.0
3.185868263244629e-05,0.04782714322209358,1.0
3.24249267578125e-05,0.04792479798197746,1.0
3.2998621463775635e-05,0.04794921353459358,1.0
3.3564865589141846e-05,0.0479736253619194,1.0
3.413856029510498e-05,0.04802245646715164,1.0
3.470480442047119e-05,0.04812011122703552,1.0
3.52710485458374e-05,0.0482177697122097,1.0
3.584474325180054e-05,0.04829101264476776,1.0
3.641098737716675e-05,0.04829101264476776,1.0
3.697723150253296e-05,0.04826659709215164,1.0
3.7550926208496094e-05,0.04819335415959358,1.0
3.8117170333862305e-05,0.0480956993997097,1.0
3.8683414459228516e-05,0.04794921353459358,1.0
3.925710916519165e-05,0.04765624180436134,1.0
3.982335329055786e-05,0.04731444641947746,1.0
4.038959741592407e-05,0.0469970628619194,1.0
4.096329212188721e-05,0.04680174961686134,1.0
4.152953624725342e-05,0.046777334064245224,1.0
4.209578037261963e-05,0.0468749925494194,1.0
4.2669475078582764e-05,0.047021474689245224,1.0
4.3235719203948975e-05,0.0471191331744194,1.0
4.380941390991211e-05,0.04716796055436134,1.0
4.437565803527832e-05,0.04726561903953552,1.0
4.494190216064453e-05,0.047460928559303284,1.0
4.5515596866607666e-05,0.0477294847369194,1.0
4.608184099197388e-05,0.0479736253619194,1.0
4.664808511734009e-05,0.04819335415959358,1.0
4.722177982330322e-05,0.04831542447209358,1.0
4.7788023948669434e-05,0.0483398400247097,1.0
4.8354268074035645e-05,0.04831542447209358,1.0
4.892796277999878e-05,0.04831542447209358,1.0
4.949420690536499e-05,0.04836425185203552,1.0
5.00604510307312e-05,0.0484619103372097,1.0
5.0634145736694336e-05,0.04855956509709358,1.0
5.120038986206055e-05,0.04865722358226776,1.0
5.177408456802368e-05,0.04873046651482582,1.0
5.234032869338989e-05,0.04873046651482582,1.0
5.2906572818756104e-05,0.04860839620232582,1.0
5.348026752471924e-05,0.04841308295726776,1.0
5.404651165008545e-05,0.0482177697122097,1.0
5.461275577545166e-05,0.0480956993997097,1.0
5.5186450481414795e-05,0.04802245646715164,1.0
5.5752694606781006e-05,0.0480956993997097,1.0
5.631893873214722e-05,0.04826659709215164,1.0
5.689263343811035e-05,0.04848632588982582,1.0
5.745887756347656e-05,0.0487060509622097,1.0
5.8025121688842773e-05,0.04887694865465164,1.0
5.859881639480591e-05,0.04897460713982582,1.0
5.916506052017212e-05,0.04902343451976776,1.0
5.973130464553833e-05,0.04899902269244194,1.0
6.0304999351501465e-05,0.04892577975988388,1.0
6.0871243476867676e-05,0.0488281212747097,1.0
6.144493818283081e-05,0.04877929389476776,1.0
6.201118230819702e-05,0.04877929389476776,1.0
6.257742643356323e-05,0.04877929389476776,1.0
6.315112113952637e-05,0.04873046651482582,1.0
6.371736526489258e-05,0.04865722358226776,1.0
6.428360939025879e-05,0.04853515326976776,1.0
6.485730409622192e-05,0.04841308295726776,1.0
6.542354822158813e-05,0.04829101264476776,1.0
6.598979234695435e-05,0.04816893860697746,1.0
6.656348705291748e-05,0.04804686829447746,1.0
6.712973117828369e-05,0.04790038615465164,1.0
6.76959753036499e-05,0.04775390028953552,1.0
6.826967000961304e-05,0.04758300259709358,1.0
6.883591413497925e-05,0.04743651673197746,1.0
6.940960884094238e-05,0.04731444641947746,1.0
6.99758529663086e-05,0.04726561903953552,1.0
7.05420970916748e-05,0.04731444641947746,1.0
7.111579179763794e-05,0.0474853441119194,1.0
7.168203592300415e-05,0.04770507290959358,1.0
7.224828004837036e-05,0.04794921353459358,1.0
7.28219747543335e-05,0.04814452677965164,1.0
7.338821887969971e-05,0.04829101264476776,1.0
7.395446300506592e-05,0.0483398400247097,1.0
7.452815771102905e-05,0.04831542447209358,1.0
7.509440183639526e-05,0.04826659709215164,1.0
7.566064596176147e-05,0.04816893860697746,1.0
7.623434066772461e-05,0.04804686829447746,1.0
7.680058479309082e-05,0.04799804091453552,1.0
7.736682891845703e-05,0.04799804091453552,1.0
7.794052362442017e-05,0.04802245646715164,1.0
7.850676774978638e-05,0.0480956993997097,1.0
7.908046245574951e-05,0.04814452677965164,1.0
7.964670658111572e-05,0.04816893860697746,1.0
8.021295070648193e-05,0.0480956993997097,1.0
8.078664541244507e-05,0.0479736253619194,1.0
8.135288953781128e-05,0.04782714322209358,1.0
8.191913366317749e-05,0.04777831584215164,1.0
8.249282836914062e-05,0.04782714322209358,1.0
8.305907249450684e-05,0.04792479798197746,1.0
8.362531661987305e-05,0.04802245646715164,1.0
8.419901132583618e-05,0.04804686829447746,1.0
8.476525545120239e-05,0.04804686829447746,1.0
8.53314995765686e-05,0.04804686829447746,1.0
8.590519428253174e-05,0.04812011122703552,1.0
8.647143840789795e-05,0.04829101264476776,1.0
8.704513311386108e-05,0.04848632588982582,1.0
8.76113772392273e-05,0.04863280802965164,1.0
8.81776213645935e-05,0.04865722358226776,1.0
8.875131607055664e-05,0.04851073771715164,1.0
8.931756019592285e-05,0.04829101264476776,1.0
8.988380432128906e-05,0.04812011122703552,1.0
9.04574990272522e-05,0.04802245646715164,1.0
9.102374315261841e-05,0.04794921353459358,1.0
9.158998727798462e-05,0.04790038615465164,1.0
9.216368198394775e-05,0.04792479798197746,1.0
9.272992610931396e-05,0.04799804091453552,1.0
9.329617023468018e-05,0.04807128384709358,1.0
9.386986494064331e-05,0.04812011122703552,1.0
9.443610906600952e-05,0.04816893860697746,1.0
9.500235319137573e-05,0.04824218153953552,1.0
9.557604789733887e-05,0.04836425185203552,1.0
9.614229202270508e-05,0.04853515326976776,1.0
9.671598672866821e-05,0.0487060509622097,1.0
9.728223085403442e-05,0.0488281212747097,1.0
9.784847497940063e-05,0.04880370944738388,1.0
9.842216968536377e-05,0.04863280802965164,1.0
9.898841381072998e-05,0.04836425185203552,1.0
9.955465793609619e-05,0.04807128384709358,1.0
0.00010012835264205933,0.04787597060203552,1.0
0.00010069459676742554,0.04782714322209358,1.0
0.00010126084089279175,0.04792479798197746,1.0
0.00010183453559875488,0.0480956993997097,1.0
0.0001024007797241211,0.04831542447209358,1.0
0.0001029670238494873,0.04855956509709358,1.0
0.00010354071855545044,0.04873046651482582,1.0
0.00010410696268081665,0.0488281212747097,1.0
0.00010468065738677979,0.04887694865465164,1.0
0.000105246901512146,0.04890136420726776,1.0
0.00010581314563751221,0.04887694865465164,1.0
0.00010638684034347534,0.04885253682732582,1.0
0.00010695308446884155,0.04877929389476776,1.0
0.00010751932859420776,0.04863280802965164,1.0
0.0001080930233001709,0.04841308295726776,1.0
0.00010865926742553711,0.04819335415959358,1.0
0.00010922551155090332,0.0479736253619194,1.0
0.00010979920625686646,0.04775390028953552,1.0
0.00011036545038223267,0.04750975966453552,1.0
0.00011093169450759888,0.04729003086686134,1.0
0.00011150538921356201,0.0471191331744194,1.0
0.00011207163333892822,0.047021474689245224,1.0
0.00011263787746429443,0.046972647309303284,1.0
0.00011321157217025757,0.0468749925494194,1.0
0.00011377781629562378,0.046728506684303284,1.0
0.00011435151100158691,0.046557605266571045,1.0
0.00011491775512695312,0.046435534954071045,1.0
0.00011548399925231934,0.046362295746803284,1.0
0.00011605769395828247,0.046337880194187164,1.0
0.00011662393808364868,0.046337880194187164,1.0
0.00011719018220901489,0.046411123126745224,1.0
0.00011776387691497803,0.046411123126745224,1.0
0.00011833012104034424,0.046386707574129105,1.0
0.00011889636516571045,0.046362295746803284,1.0
0.00011947005987167358,0.046362295746803284,1.0
0.0001200363039970398,0.046484366059303284,1.0
0.000120602548122406,0.046728506684303284,1.0
0.00012117624282836914,0.0469970628619194,1.0
0.00012174248695373535,0.04726561903953552,1.0
0.00012231618165969849,0.0474853441119194,1.0
0.0001228824257850647,0.04770507290959358,1.0
0.0001234486699104309,0.04780272766947746,1.0
0.00012402236461639404,0.0478515550494194,1.0
0.00012458860874176025,0.04790038615465164,1.0
0.00012515485286712646,0.04794921353459358,1.0
0.0001257285475730896,0.04799804091453552,1.0
0.0001262947916984558,0.0479736253619194,1.0
0.00012686103582382202,0.04787597060203552,1.0
0.00012743473052978516,0.04775390028953552,1.0
0.00012800097465515137,0.04768065735697746,1.0
0.00012856721878051758,0.04763182997703552,1.0
0.0001291409134864807,0.04763182997703552,1.0
0.00012970715761184692,0.04763182997703552,1.0
0.00013027340173721313,0.04763182997703552,1.0
0.00013084709644317627,0.04758300259709358,1.0
0.00013141334056854248,0.04755858704447746,1.0
0.00013198703527450562,0.04763182997703552,1.0
0.00013255327939987183,0.04777831584215164,1.0
0.00013311952352523804,0.04802245646715164,1.0
0.00013369321823120117,0.04824218153953552,1.0
